 * Serving Flask app "run.py"
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
/usr/local/lib/python2.7/site-packages/flask_sqlalchemy/__init__.py:794: FSADeprecationWarning: SQLALCHEMY_TRACK_MODIFICATIONS adds significant overhead and will be disabled by default in the future.  Set it to True or False to suppress this warning.
  'SQLALCHEMY_TRACK_MODIFICATIONS adds significant overhead and '
 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [06/Mar/2019 15:43:58] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:44:06] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:44:07] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:44:11] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:44:17] "GET /static/images/bg_1.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:44:20] "GET /static/images/Anil.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:44:40] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:45:07] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:45:43] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:45:47] "GET /photography HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:18] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/jquery.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:31] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:32] "GET /static/images/bg_1.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:32] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:32] "GET /static/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:32] "GET /static/images/Anil.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:32] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:32] "GET /static/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:32] "GET /static/fonts/ionicons/fonts/ionicons.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:33] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:33] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 15:48:36] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:42] "GET /about HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:48:42] "GET /static/images/Anil_back.JPG HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:49:02] "GET /photography HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:49:05] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:49:35] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:09] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/jquery.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:10] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:11] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:11] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:11] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:11] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:11] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:11] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:12] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:12] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:12] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:12] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:12] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/js/jquery.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:13] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:14] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:14] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:14] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:14] "GET /static/js/jquery.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:14] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:14] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:14] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:14] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:15] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:15] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:15] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:15] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/images/bg_1.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/images/Anil.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:16] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:17] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:17] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:18] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:18] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:18] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:19] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:19] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:19] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 15:53:23] "GET /about HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:23] "GET /static/images/Anil_back.JPG HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:53:28] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 15:53:45] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:54:02] "GET /photography HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:54:05] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:54:11] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:54:34] "GET /blog?all=1 HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 15:54:41] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:54:48] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:50] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:51] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:51] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:51] "GET /static/js/jquery.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:51] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:51] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:51] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:51] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:51] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:52] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:52] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:52] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:52] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:52] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:52] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:52] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:52] "GET /static/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:52] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:53] "GET /static/images/bg_1.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:53] "GET /static/images/Anil.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:53] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:55:55] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 15:56:01] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:56:02] "GET /about HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:56:02] "GET /static/images/Anil_back.JPG HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:57:05] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:57:07] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:57:07] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:57:58] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:58:00] "GET /about HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:58:05] "GET /photography HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:58:27] "GET /contact HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:58:27] "GET /static/images/blr-map.png HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:17] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:40] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:47] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:47] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:47] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:47] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:47] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:47] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:47] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:47] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:47] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:48] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:48] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:48] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:49] "GET /static/js/jquery.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:49] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:49] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:49] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:58] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:58] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:58] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:59] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 15:59:59] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:00:00] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:00:00] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:00:01] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:00:01] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:00:03] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:00:05] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:01:36] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/jquery.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
